g	f	24SevenOffice	4PM	5PM	Active Collab	Agile Bench	AgileWrap	AgileZen	Apptivo Projects	Asana	Assembla	Axosoft	Basecamp 3	Breeze	Brightpod	Cerebro	Clarizen	Collabtive	Crocagile	DevPlanner	Dolphinity Organiser	Easy Redmine	EasyProject	EasyProjects	EcoSys EPC	Endeavour	Feng Office	Flying Donut	FogBugz	GanttProject	Gemini	Genius Project	Getquantify	Glasscubes	Hansoft	Happytodos	Huddle	HumanEdj	Hydra PSA	Hyperoffice	Innotas	JIRA	KanbanTool	KeyedIn Projects	LeaderTask	Mavenlink	Merlin Project	Microsoft Project	MindManager	Mingle	MinuteMan	MÃ©tier	OmniPlan	OneDesk	OnePMO	OnlyOffice	OpenAir	OrangeScrum	PMware	PPM Litecycle	Pivotal Tracker	Planbox	Planisware	PlanningForce	Podio	ProTasker	ProWorkflow	Producteev	ProjeQtOr	Project Insight	Project Portfolio Office	Project X	Project.net	ProjectLibre	ProjectManager.com	Projecturf	ProofHub	Psoda	Pure Project Tools	QL Project	QuickBase	RationalPlan	Redbooth	SAP ERP	Sciforma	ScrumNinja	Seavus Project Viewer	Service Desktop Pro	Smart WorkTime Tracker	Smartsheet	SoftAgile	SpiraPlan	Steelray	TaskJuggler	TeamPulse	Teamwork Projects	Tenrox	Todoist	Trac	Trakeze	Trello	Trigger	Twproject	Unanet	UniPhi	Virage Project Monitor	Virtual Ticket	VisionProject	Visma Severa	Vorex PSA	Waypoint	Webplanner	Wimi	Workfront	Wrike	Yodiz	ZilicusPM	ZingProject	]project-open[	dotProject	eStudio	hiTask	iCoordinator	iMeet Central	iTaskX	onepoint PROJECTS	tinyPM
Main Functionality	Resource Management					0.0																				1.0								1.0																																		1.0																		0.0	1.0			1.0		1.0																																			
Main Functionality	Task Management					1.0																				1.0								1.0																																		1.0																		1.0	1.0			1.0		1.0																																			
Main Functionality	Traditional Project Management					1.0																				1.0								1.0																																		1.0																		1.0	1.0			1.0		1.0																																			
Notifications	Custom Notifications			1.0	0.0		1.0			0.0	1.0	1.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0		0.0		1.0	0.0	0.0	1.0	0.0			0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		0.0		0.0	0.0	1.0	1.0	1.0		0.0			1.0	1.0	0.0		0.0	1.0	0.0	1.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		1.0		0.0	1.0			1.0	0.0	1.0	0.0	1.0		0.0	0.0	0.0	0.0			0.0	1.0	0.0	0.0	1.0	0.0					1.0			1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0		0.0	1.0	1.0
Notifications	Email Integration	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0			1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
Notifications	Notification Groups			0.0	1.0	1.0	0.0		0.0	1.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	1.0		1.0		0.0		0.0		0.0	0.0	1.0			0.0		0.0		0.0	0.0	0.0	1.0	0.0				0.0	0.0	1.0	0.0			1.0		1.0		1.0	1.0		1.0		0.0	1.0	0.0	0.0		0.0					0.0			1.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0				0.0	0.0	0.0					1.0			0.0	1.0	1.0			0.0	1.0	0.0	0.0	0.0	0.0				0.0
Notifications	SMS Notifications			0.0				1.0			0.0	1.0		0.0	0.0	0.0			0.0	0.0	0.0	1.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0							1.0		0.0		1.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0		0.0			0.0	0.0					0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.0					1.0									0.0	0.0	0.0			0.0		1.0	0.0	1.0	0.0		1.0	0.0	0.0	0.0	0.0	0.0		0.0		1.0		0.0	0.0		1.0			0.0	0.0		1.0	0.0	1.0		0.0	0.0	
Reporting	Custom Reports	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0		0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0		0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0			1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Reporting	Dashboard	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Reporting	Financial Reports	1.0	1.0	1.0	1.0		1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0		1.0	0.0	0.0	0.0	0.0	1.0	1.0		1.0	0.0		1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0		0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0				0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0
Reporting	Resource Reports	1.0	1.0	1.0	1.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0		1.0	0.0	0.0	0.0	0.0	1.0	1.0		1.0	0.0		1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0		0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0				1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
Resource Management	Allocate Resource by Skill Sets	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0		0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0		0.0	1.0	0.0	0.0	1.0			1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
Resource Management	Cross Project Resource Allocation			0.0	1.0		1.0		0.0	0.0	0.0	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0		0.0		0.0	0.0	0.0	1.0	0.0			0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0		0.0		0.0	0.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	0.0		0.0	1.0	0.0	0.0		1.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0		1.0	1.0			1.0	0.0	1.0	0.0		1.0	1.0	1.0	0.0	0.0			1.0	0.0	0.0	1.0	0.0	1.0				1.0	1.0			1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
Resource Management	Forecast Resource Needs	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0		0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0		1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0		1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0		0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0		0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0			1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Resource Management	User/Role Based Permissions	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0		1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0		0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0		1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0			1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
Task Management	Add Recurring Tasks	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0		0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0		0.0	1.0	1.0	0.0		0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0		1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	0.0		1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
Task Management	Assign Stakeholders	1.0		0.0	0.0		0.0		0.0		1.0	0.0		1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0		0.0		1.0	0.0		1.0		0.0	0.0		1.0		0.0	1.0	0.0	0.0	0.0	1.0	0.0				1.0		0.0	0.0		0.0	1.0		1.0		0.0		1.0	0.0		1.0	1.0	0.0	1.0	0.0		1.0	0.0	0.0	1.0	1.0			1.0			1.0	0.0	1.0	0.0		0.0	0.0		0.0	0.0			0.0	1.0	1.0	0.0	0.0	0.0				1.0	0.0	1.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
Task Management	Group Tasks by Projects	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0		1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0		1.0	1.0	0.0	1.0		0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0		1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0		0.0	1.0		1.0	1.0			1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Task Management	Set Priorities	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0		1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0		0.0	1.0	0.0	1.0		1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0		1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0		0.0	1.0		1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
Task Management	Task History	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0		0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	0.0		1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
Task Management	To-Do List	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0		1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0		1.0	1.0	0.0	1.0		0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0		1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0		1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
Traditional Project Management	Calendar	1.0	1.0	1.0		0.0		0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	
Traditional Project Management	Cross Project Dependencies			1.0		0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0		0.0	0.0	1.0	1.0	0.0	0.0		0.0		1.0		1.0	0.0	0.0	0.0		0.0	1.0	0.0		1.0	0.0	0.0	1.0	1.0	0.0		0.0	1.0		1.0	0.0		0.0	1.0		0.0	0.0	0.0		1.0	1.0		0.0	0.0	0.0	1.0		0.0	1.0	0.0	1.0		1.0			1.0	0.0	0.0		0.0	1.0	0.0		0.0	0.0	1.0	1.0	0.0			0.0	0.0	0.0	1.0	0.0	0.0	0.0		0.0		1.0		0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	
Traditional Project Management	Gate Review Process	0.0									0.0	0.0					0.0	0.0		0.0	0.0			0.0							0.0	0.0	0.0						0.0					1.0	0.0			1.0		0.0	0.0	1.0	0.0		0.0							0.0	1.0	0.0						0.0	0.0							1.0	0.0			0.0		0.0	1.0				0.0	1.0				0.0		0.0	0.0			0.0														0.0		0.0	0.0		0.0	0.0							
Traditional Project Management	Interactive Gantt Charts	1.0	1.0	1.0		0.0		0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0		1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0		1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	
Traditional Project Management	Mind Maps			0.0				0.0			0.0	0.0			0.0		0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	1.0			0.0			0.0		0.0		0.0	0.0		0.0	0.0	1.0		1.0	0.0	1.0	1.0	0.0	1.0		0.0			0.0	1.0			1.0		0.0	0.0			0.0	0.0		0.0		0.0	0.0					0.0		1.0			0.0				0.0	0.0				0.0		0.0	0.0				0.0	0.0			0.0	0.0		0.0			1.0	0.0	0.0	0.0				0.0	0.0	0.0		0.0	0.0		0.0	1.0	
Traditional Project Management	Project Hierarchy		0.0	1.0		1.0		0.0	1.0		1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0		1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0		1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0		1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0		0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0		1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0		0.0	0.0	
Traditional Project Management	Project Portfolio Management										1.0	0.0		0.0		0.0	1.0	0.0	0.0	0.0	0.0	1.0		1.0	0.0			0.0			0.0	0.0	0.0		1.0	0.0			0.0		1.0		0.0	1.0	0.0					0.0	0.0	1.0	0.0		0.0				1.0	0.0		1.0	1.0	0.0					1.0	1.0	1.0		1.0				0.0	1.0	0.0	0.0		1.0		1.0	1.0				0.0	1.0	0.0			0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	1.0						0.0	1.0			0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	
Traditional Project Management	Project Templates	0.0	1.0	1.0		0.0		1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0		1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0		1.0	1.0	1.0	1.0	1.0			1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0		1.0	1.0	
Traditional Project Management	Risk/Benefit Analyzer		1.0	0.0				0.0	1.0		0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0		1.0	0.0		1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0		0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0		0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		1.0	0.0	1.0	0.0	0.0	0.0	1.0		0.0	1.0	0.0	0.0		1.0	0.0	1.0	1.0				0.0	0.0	1.0		0.0	1.0	1.0	1.0	1.0			0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0	1.0	
Traditional Project Management	Scheduling	1.0	1.0	1.0		0.0		0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0		1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0		1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0		1.0	1.0	
Traditional Project Management	Supports Multiple Projects	0.0	1.0	1.0		0.0		0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0		1.0			1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		1.0		0.0	1.0	0.0	0.0		1.0		0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0		1.0	0.0	0.0		0.0				1.0	1.0	1.0	0.0		1.0	0.0	0.0	1.0	1.0	0.0		0.0	0.0	0.0		0.0	1.0	1.0	1.0	0.0			0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0		1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0		0.0	1.0	
